,Unnamed: 0,drug_1,drug_2,context,label
13630,54073,2662,2478,HT29,0
13631,54076,5394,54608520,T-47D,0
13632,54078,163659,40926,IGROV1,0
13633,54079,5388992,104741,NCI-H460,1
13634,54080,5329102,2578,T-47D,0
13635,54081,123608,57469,OVCAR3,0
13636,54083,2662,5360373,COLO 205,0
13637,54084,208908,9703,SR,0
13638,54085,148124,5426,COLO 205,1
13639,54086,5453,2907,NCI-H522,0
13640,54087,5311,54608520,HT29,0
13641,54088,444795,2578,MALME-3M,0
13642,54090,54600319,5799,COLO 205,0
13643,54092,5352062,4211,MDA-MB-468,0
13644,54095,36314,2141,SK-MEL-28,0
13645,54098,2733525,54600319,HCT-15,0
13646,54099,3062316,2478,786-0,0
13647,54100,248862,2907,RPMI-8226,1
13648,54101,148124,4842,NCI-H226,0
13649,54102,135401907,2141,SNB-19,0
13650,54103,3367,644241,SNB-19,0
13651,54104,667490,9703,786-0,0
13652,54105,104741,68740,HCT-15,0
13653,54106,4211,4114,MDA-MB-468,0
13654,54115,135401907,24197464,SK-MEL-28,0
13655,54116,400633,9703,PC-3,0
13656,54117,123608,54611422,HCT-15,0
13657,54118,1805,667490,HT29,1
13658,54120,163659,6445540,UACC62,1
13659,54121,2662,54611422,UACC-257,0
13660,54122,1546,176871,SR,0
13661,54123,23615975,2907,MDA-MB-231,0
13662,54124,1546,60699,U251,0
13663,54125,4211,387447,NCI-H226,0
13664,54127,457193,77082,MDA-MB-231,0
13665,54129,148124,1805,U251,0
13666,54130,60699,545,ACHN,0
13667,54133,163659,41744,SW-620,1
13668,54136,6252,5935,NCIH23,0
13669,54137,356653,135401907,786-0,0
13670,54138,36314,68740,HS 578T,0
13671,54140,1805,5746,IGROV1,0
13672,54141,148124,387447,NCI-H460,0
13673,54142,5311,2141,HCT-15,1
13674,54143,5035,208908,PC-3,0
13675,54144,104741,216239,T-47D,0
13676,54145,444795,123608,U251,0
13677,54146,5453,32874,MDA-MB-468,0
13678,54147,60198,5360373,UACC-257,1
13679,54148,5453,40926,NCI-H226,0
13680,54150,2567,4114,DU-145,1
13681,54151,5453,60699,NCI-H460,1
13682,54154,40926,54611422,SF-295,1
13683,54159,1546,60699,HS 578T,0
13684,54160,1805,3690,RPMI-8226,0
13685,54161,4211,123608,BT-549,0
13686,54163,5388992,104741,PC-3,1
13687,54165,4842,16886,A549,0
13688,54168,6252,5329102,SK-MEL-5,0
13689,54170,5291,135401907,SK-MEL-2,0
13690,54171,444795,387447,BT-549,0
13691,54172,4842,16886,MOLT-4,1
13692,54173,5329102,123608,SW-620,0
13693,54174,3367,6445540,SNB-19,0
13694,54175,2478,237,MDA-MB-231,0
13695,54176,5394,387447,IGROV1,0
13696,54177,356653,5426,NCI-H522,0
13697,54178,4211,40926,SK-MEL-28,0
13698,54179,68740,16886,UACC-257,0
13699,54181,4114,441203,SK-MEL-2,1
13700,54183,3902,3657,SNB-19,0
13701,54184,54600319,41744,K-562,0
13702,54185,1805,237,A549,0
13703,54187,6252,2478,UACC-257,0
13704,54189,3367,5291,NCI-H226,0
13705,54190,2567,208908,COLO 205,0
13706,54191,123608,5746,SF-295,0
13707,54192,354624,216239,MALME-3M,0
13708,54193,5426,4114,K-562,1
13709,54194,5291,441203,SNB-19,0
13710,54196,25136944,5360373,K-562,1
13711,54197,5388992,6445540,NCI-H460,0
13712,54198,5935,6445540,BT-549,0
13713,54200,644241,5352062,KM12,0
13714,54201,5360373,104741,COLO 205,0
13715,54205,644241,441203,MALME-3M,0
13716,54206,444795,5746,KM12,0
13717,54208,3367,208908,UACC62,0
13718,54210,2662,5388992,IGROV1,0
13719,54211,356653,104842,LOX IMVI,0
13720,54213,354624,3062316,MDA-MB-231,0
13721,54215,356653,241902,OVCAR-4,0
13722,54218,5746,176871,NCIH23,0
13723,54219,5360373,6445540,LOX IMVI,0
13724,54220,9703,60699,UACC62,0
13725,54223,6252,148121,OVCAR3,0
13726,54224,16886,2578,SK-MEL-28,0
13727,54225,54608520,41744,HCT116,0
13728,54226,3657,354624,K-562,0
13729,54227,5291,5746,MDA-MB-231,0
13730,54228,104741,57469,SK-MEL-2,1
13731,54229,5388992,2567,NCI-H226,0
13732,54231,354624,54608520,A498,1
13733,54232,5291,54611422,U251,0
13734,54233,23615975,2907,786-0,1
13735,54235,1805,5311,SK-MEL-5,0
13736,54239,36314,60699,MDA-MB-231,0
13737,54240,126941,5388992,SR,0
13738,54247,2187,441203,NCI-H522,0
13739,54248,356653,104741,A549,0
13740,54249,241902,41744,HCT-15,0
13741,54250,400633,9703,A549,1
13742,54252,6252,104842,MCF7,0
13743,54253,1546,9703,ACHN,0
13744,54254,32874,3950,U251,1
13745,54255,5388992,354624,SR,0
13746,54258,148124,5426,ACHN,0
13747,54260,457193,644241,U251,1
13748,54262,5329102,60699,HS 578T,0
13749,54263,667490,387447,MCF7,0
13750,54265,9703,24197464,MDA-MB-231,0
13751,54268,2662,135401907,LOX IMVI,0
13752,54269,148121,23615975,K-562,0
13753,54272,356653,5360373,COLO 205,0
13754,54274,24197464,16886,MCF7,0
13755,54275,3657,16886,786-0,0
13756,54276,356653,3062316,T-47D,0
13757,54278,5311,6445540,SK-MEL-2,1
13758,54279,3367,3690,SNB-19,0
13759,54282,216239,40926,T-47D,0
13760,54283,5035,5426,MALME-3M,1
13761,54284,4211,176871,HCT116,0
13762,54285,4114,60699,T-47D,0
13763,54286,241902,400633,HT29,1
13764,54287,148124,237,MOLT-4,0
13765,54288,5311,126941,ACHN,0
13766,54289,4842,54611422,BT-549,0
13767,54290,6252,23615975,OVCAR-8,0
13768,54291,4211,54600319,OVCAR3,0
13769,54292,3385,5388992,ACHN,1
13770,54295,5311,5746,A498,0
13771,54296,6194,2141,BT-549,1
13772,54297,2478,2187,LOX IMVI,0
13773,54298,667490,24197464,HT29,0
13774,54299,24197464,545,SF-295,0
13775,54303,2708,2141,BT-549,0
13776,54306,123608,2907,ACHN,0
13777,54307,5394,5746,A498,0
13778,54308,3062316,441203,NCI-H460,0
13779,54309,6252,5426,KM12,0
13780,54310,54600319,241902,NCIH23,0
13781,54312,36314,2578,SK-OV-3,0
13782,54313,3062316,23615975,HT29,1
13783,54314,3657,176871,SR,0
13784,54317,3657,2578,A498,0
13785,54319,1805,57469,HT29,0
13786,54321,5352062,32874,HCT116,0
13787,54327,354624,237,U251,0
13788,54330,5291,123608,SR,0
13789,54331,32874,5360373,HCT116,1
13790,54332,208908,60699,HT29,0
13791,54333,6252,24197464,A498,1
13792,54334,5352062,5935,RPMI-8226,1
13793,54335,5453,5291,OVCAR-8,0
13794,54336,2662,241902,MDA-MB-468,0
13795,54337,9703,24197464,SR,0
13796,54339,354624,5311,ACHN,0
13797,54340,5360373,41744,T-47D,0
13798,54342,54608520,135401907,MDA-MB-231,0
13799,54344,135401907,2141,SK-MEL-28,0
13800,54345,135410875,5360373,OVCAR-8,0
13801,54346,77082,2478,HCT116,0
13802,54348,356653,4842,HCT-15,0
13803,54350,444795,176871,RPMI-8226,0
13804,54351,2662,1546,T-47D,0
13805,54352,3367,54611422,SW-620,0
13806,54353,3367,77082,NCI-H522,0
13807,54354,1546,667490,T-47D,0
13808,54355,36314,545,IGROV1,1
13809,54356,5311,5360373,MCF7,0
13810,54357,6252,16886,MALME-3M,1
13811,54359,5426,24197464,MCF7,0
13812,54360,104842,3062316,COLO 205,0
13813,54361,3950,2723601,DU-145,0
13814,54363,2567,5426,MCF7,0
13815,54367,6252,354624,HCT116,1
13816,54369,41744,5746,SK-OV-3,0
13817,54371,104842,60699,NCI-H460,1
13818,54373,667490,354624,OVCAR-4,0
13819,54375,216326,2141,LOX IMVI,0
13820,54376,77082,148121,SK-MEL-2,0
13821,54377,2733525,104842,KM12,0
13822,54378,667490,400633,ACHN,1
13823,54379,163659,667490,LOX IMVI,1
13824,54380,104842,54611422,HT29,0
13825,54381,457193,5388992,SR,0
13826,54382,457193,237,SK-OV-3,0
13827,54384,6252,4114,UACC62,0
13828,54385,6194,2723601,HCT116,0
13829,54388,5035,216326,U251,0
13830,54390,5935,16886,SR,0
13831,54391,2567,354624,HCT116,0
13832,54395,5394,1805,HCT-15,0
13833,54396,3367,2187,T-47D,0
13834,54398,5426,176871,HT29,1
13835,54400,5746,24197464,OVCAR-8,0
13836,54402,23615975,2907,LOX IMVI,0
13837,54403,24197464,3690,OVCAR-8,0
13838,54405,16886,441203,K-562,1
13839,54406,5453,41744,OVCAR3,0
13840,54407,5453,4211,DU-145,0
13841,54409,126941,2478,NCI-H460,0
13842,54410,68740,148121,LOX IMVI,0
13843,54411,3657,4114,NCI-H522,0
13844,54412,216239,126941,HT29,0
13845,54413,148124,32874,NCIH23,0
13846,54415,2662,163659,HCT116,1
13847,54416,135401907,24197464,SF-295,0
13848,54417,4842,545,LOX IMVI,1
13849,54419,2567,5394,RPMI-8226,0
13850,54420,5352062,41744,A498,1
13851,54422,5799,126941,MALME-3M,0
13852,54425,644241,5799,A498,0
13853,54426,1546,5329102,ACHN,0
13854,54427,41744,5935,OVCAR-8,1
13855,54428,5291,5799,DU-145,0
13856,54432,5360373,24197464,NCI-H460,1
13857,54435,248862,123608,U251,0
13858,54436,36314,57469,K-562,1
13859,54437,444795,2907,HCT116,0
13860,54438,2662,5329102,HS 578T,0
13861,54440,163659,5426,HS 578T,0
13862,54441,54600319,3690,UACC-257,0
13863,54442,60198,4842,MDA-MB-468,0
13864,54444,3902,163659,NCI-H460,0
13865,54447,5426,387447,RPMI-8226,0
13866,54448,5329102,41744,786-0,1
13867,54450,2187,2141,SK-MEL-5,0
13868,54453,457193,2478,PC-3,0
13869,54454,444795,5799,SW-620,0
13870,54455,2187,644241,SK-MEL-28,0
13871,54456,2187,5311,SW-620,0
13872,54457,2578,6445540,K-562,0
13873,54458,5311,40926,MOLT-4,0
13874,54459,354624,176871,SK-OV-3,0
13875,54462,644241,68740,COLO 205,0
13876,54463,3657,237,MALME-3M,0
13877,54465,3902,356653,UACC62,0
13878,54466,54608520,148121,KM12,0
13879,54467,241902,5311,SK-MEL-28,0
13880,54468,248862,241902,SW-620,1
13881,54469,5291,2478,SK-MEL-2,0
13882,54470,2723601,4842,SNB-19,0
13883,54471,5311,4211,ACHN,0
13884,54472,5360373,2578,RPMI-8226,0
13885,54473,71384,126941,SNB-19,0
13886,54474,25136944,2723601,A549,0
13887,54475,644241,5360373,OVCAR-8,0
13888,54476,241902,148121,PC-3,0
13889,54477,3690,176871,HCT116,0
13890,54478,248862,237,SK-OV-3,0
13891,54479,444795,3690,SK-OV-3,1
13892,54481,5453,60699,HCT116,1
13893,54482,32874,2123,HT29,0
13894,54485,2567,54611422,MALME-3M,0
13895,54488,104842,545,786-0,0
13896,54489,54600319,68740,ACHN,0
13897,54491,3367,60699,SW-620,0
13898,54493,5799,3690,NCIH23,0
13899,54497,57469,60699,SF-295,0
13900,54498,4842,2907,HS 578T,0
13901,54499,4211,248862,OVCAR-4,0
13902,54500,2478,16886,786-0,0
13903,54501,208908,5329102,DU-145,0
13904,54503,54608520,2478,IGROV1,0
13905,54504,3062316,32874,IGROV1,1
13906,54506,32874,5935,MOLT-4,0
13907,54508,148124,4211,PC-3,0
13908,54514,241902,54611422,PC-3,1
13909,54517,5311,5329102,PC-3,0
13910,54518,1546,5291,MOLT-4,0
13911,54520,5291,208908,NCIH23,0
13912,54522,135398738,2723601,MDA-MB-468,0
13913,54524,5453,5799,BT-549,0
13914,54527,5035,2733525,KM12,0
13915,54528,126941,5453,MALME-3M,0
13916,54529,2567,237,SW-620,0
13917,54530,104842,104741,SF-295,0
13918,54531,4114,24197464,HCT116,0
13919,54532,457193,248862,SNB-19,1
13920,54533,457193,387447,OVCAR-4,1
13921,54534,5352062,23615975,SK-MEL-5,0
13922,54537,36314,16886,KM12,0
13923,54538,208908,2141,NCIH23,0
13924,54539,356653,387447,T-47D,0
13925,54540,104842,441203,786-0,1
13926,54541,77082,40926,SNB-19,0
13927,54542,16886,2141,SW-620,0
13928,54543,5799,3690,PC-3,0
13929,54544,2662,40926,OVCAR-8,0
13930,54548,32874,11683,OVCAR-4,0
13931,54552,3062316,2141,MDA-MB-231,0
13932,54553,148124,77082,MALME-3M,1
13933,54554,32874,126941,U251,0
13934,54556,60699,16886,A498,0
13935,54557,5394,41744,PC-3,0
13936,54558,68740,237,U251,0
13937,54559,5035,2187,U251,0
13938,54561,54600319,5360373,PC-3,0
13939,54562,2733525,24197464,UACC62,0
13940,54565,2567,32874,BT-549,0
13941,54566,5035,4842,KM12,0
13942,54567,457193,54611422,SF-295,1
13943,54568,3902,5352062,786-0,0
13944,54569,5352062,216239,SW-620,0
13945,54573,148124,163659,SK-MEL-2,1
13946,54574,3902,23615975,A498,0
13947,54575,444795,36314,MCF7,1
13948,54576,5311,3657,HCT-15,1
13949,54578,457193,5746,LOX IMVI,0
13950,54579,3902,77082,UACC62,0
13951,54580,2187,54611422,SW-620,0
13952,54581,3902,5799,DU-145,0
13953,54582,400633,4211,K-562,1
13954,54583,54600319,5352062,MOLT-4,0
13955,54584,77082,2907,SR,0
13956,54586,5035,2708,SR,1
13957,54587,644241,9703,A498,0
13958,54588,667490,4842,BT-549,0
13959,54589,5453,400633,COLO 205,0
13960,54591,4211,2478,KM12,1
13961,54592,68740,4114,HS 578T,0
13962,54593,4211,57469,786-0,0
13963,54594,5394,16886,U251,0
13964,54595,356653,123608,HCT-15,0
13965,54596,248862,400633,NCI-H226,0
13966,54597,356653,4114,BT-549,0
13967,54599,208908,5426,SK-OV-3,0
13968,54600,104741,54611422,MDA-MB-231,1
13969,54601,248862,400633,MOLT-4,0
13970,54602,2123,2723601,NCI-H460,0
13971,54604,68740,4114,SF-295,0
13972,54607,5311,148121,OVCAR-8,1
13973,54608,5388992,1805,KM12,0
13974,54609,23615975,40926,NCIH23,0
13975,54611,60198,5360373,SR,1
13976,54612,163659,387447,MALME-3M,0
13977,54613,9703,24197464,MDA-MB-468,1
13978,54615,5394,3657,T-47D,1
13979,54616,2578,545,MDA-MB-231,0
13980,54617,5360373,2141,NCI-H522,0
13981,54618,241902,148121,NCI-H522,0
13982,54620,4211,135401907,A498,0
13983,54622,2733525,163659,SK-MEL-28,1
13984,54623,36314,77082,IGROV1,0
13985,54624,400633,4211,KM12,1
13986,54625,104842,4114,HS 578T,0
13987,54627,5291,2478,SF-295,0
13988,54628,1546,40926,MDA-MB-468,0
13989,54629,32874,25136944,SK-MEL-5,0
13990,54630,644241,241902,HCT116,0
13991,54632,1546,644241,OVCAR3,1
13992,54634,3085106,5388992,MOLT-4,1
13993,54635,148124,5935,A498,0
13994,54636,3367,68740,OVCAR-4,0
13995,54638,148121,2141,BT-549,0
13996,54639,148124,208908,KM12,1
13997,54640,3657,354624,HS 578T,0
13998,54641,104842,9703,A549,0
13999,54642,2733525,148124,OVCAR3,1
14000,54643,5394,68740,786-0,0
14001,54644,356653,40926,NCI-H522,0
14002,54646,3902,4211,NCI-H226,0
14003,54648,9703,3690,UACC-257,1
14004,54649,457193,3690,SK-MEL-28,0
14005,54650,1546,77082,MOLT-4,0
14006,54653,6252,2733525,OVCAR-4,0
14007,54654,457193,148124,U251,0
14008,54656,68740,2478,UACC-257,0
14009,54658,2733525,60699,BT-549,0
14010,54661,41744,4842,SR,0
14011,54663,123608,9703,MCF7,0
14012,54664,5453,5935,HCT116,0
14013,54667,135401907,237,HS 578T,0
14014,54668,148124,5935,PC-3,0
14015,54669,3690,176871,NCI-H226,1
14016,54671,667490,400633,OVCAR-4,0
14017,54672,5311,68740,MDA-MB-468,0
14018,54673,5329102,54611422,HCT116,0
14019,54675,5035,2478,IGROV1,0
14020,54677,644241,24197464,SNB-19,0
14021,54678,2907,176871,SK-MEL-2,0
14022,54683,5799,126941,K-562,0
14023,54684,41744,77082,IGROV1,1
14024,54685,444795,4114,SR,0
14025,54686,41744,104741,MCF7,0
14026,54687,2567,545,DU-145,0
14027,54688,23615975,2578,NCIH23,0
14028,54691,444795,16886,SR,0
14029,54692,5394,356653,OVCAR-4,0
14030,54695,248862,237,OVCAR-4,0
14031,54697,3367,54611422,OVCAR3,0
14032,54699,104842,3657,HT29,0
14033,54700,4842,2478,MOLT-4,1
14034,54701,2733525,2141,OVCAR3,0
14035,54702,3657,4114,SNB-19,0
14036,54704,23615975,176871,OVCAR-4,0
14037,54705,163659,2578,HT29,0
14038,54707,5394,60699,NCI-H460,0
14039,54708,126941,5453,BT-549,0
14040,54709,123608,54611422,NCI-H460,0
14041,54710,25136944,126941,SK-MEL-2,0
14042,54713,5799,2141,OVCAR-4,0
14043,54715,5360373,41744,MCF7,0
14044,54716,5394,77082,RPMI-8226,0
14045,54717,5311,216239,HT29,0
14046,54718,5394,356653,MCF7,0
14047,54719,5935,54611422,SW-620,0
14048,54721,457193,5935,A549,0
14049,54722,3367,32874,NCI-H460,0
14050,54723,4114,545,MDA-MB-231,0
14051,54724,1546,667490,OVCAR3,0
14052,54726,5453,2578,BT-549,0
14053,54727,5035,176871,UACC62,1
14054,54728,163659,5746,SK-MEL-5,0
14055,54729,5935,54611422,HS 578T,0
14056,54730,77082,5935,RPMI-8226,0
14057,54731,135401907,176871,BT-549,0
14058,54733,444795,5746,NCI-H522,0
14059,54734,104741,2478,DU-145,0
14060,54735,457193,208908,HS 578T,1
14061,54736,6252,104842,MDA-MB-468,0
14062,54737,5388992,400633,DU-145,0
14063,54739,5035,68740,SW-620,1
14064,54740,3062316,4211,MOLT-4,1
14065,54741,5453,40926,SF-295,0
14066,54742,57469,40926,A498,0
14067,54744,148121,387447,HCT-15,0
14068,54746,68740,2907,NCIH23,1
14069,54747,5329102,163659,MCF7,0
14070,54748,68740,2141,HCT116,1
14071,54749,5360373,5746,MDA-MB-468,1
14072,54752,1546,354624,SNB-19,0
14073,54753,5329102,667490,BT-549,0
14074,54755,644241,5329102,OVCAR3,0
14075,54756,54608520,5426,HS 578T,0
14076,54759,444795,237,KM12,0
14077,54760,5935,176871,SF-295,0
14078,54764,54608520,148121,NCIH23,0
14079,54765,5291,4842,HCT-15,0
14080,54766,3657,237,NCI-H226,0
14081,54769,208908,104741,SF-295,0
14082,54770,457193,68740,T-47D,0
14083,54771,216239,3690,LOX IMVI,0
14084,54772,54600319,41744,MDA-MB-468,0
14085,54773,3367,104741,NCIH23,1
14086,54774,216239,148121,UACC-257,0
14087,54775,5035,6445540,SW-620,0
14088,54776,5453,644241,K-562,0
14089,54777,104741,40926,A498,0
14090,54779,1805,6445540,SNB-19,1
14091,54780,208908,5935,HCT116,0
14092,54782,5329102,123608,HCT116,0
14093,54783,5360373,4211,SK-OV-3,1
14094,54784,5329102,126941,NCI-H226,0
14095,54786,3367,5352062,SF-295,0
14096,54790,216239,68740,PC-3,0
14097,54791,356653,54611422,UACC-257,0
14098,54792,135398738,2723601,NCI-H226,0
14099,54793,123608,5746,MOLT-4,0
14100,54795,4212,2141,KM12,0
14101,54796,6194,5388992,IGROV1,1
14102,54801,5291,4842,SK-MEL-5,0
14103,54802,5035,457193,MDA-MB-468,0
14104,54803,2733525,5291,SK-OV-3,1
14105,54804,4842,387447,KM12,0
14106,54805,1805,4114,OVCAR-4,0
14107,54806,5394,644241,SNB-19,0
14108,54807,3085106,2723601,HCT116,0
14109,54808,126941,248862,MALME-3M,1
14110,54809,54600319,241902,DU-145,0
14111,54810,356653,5329102,UACC62,0
14112,54812,54600319,4211,U251,0
14113,54814,237,545,NCI-H460,0
14114,54815,104741,2578,MCF7,1
14115,54816,5388992,9703,U251,1
14116,54817,41744,2187,MDA-MB-468,0
14117,54818,2662,5453,T-47D,0
14118,54819,3367,77082,DU-145,0
14119,54820,32874,3385,OVCAR3,0
14120,54821,248862,5329102,MDA-MB-468,0
14121,54823,5453,216239,OVCAR-4,0
14122,54824,123631,5388992,A549,1
14123,54825,5311,2907,T-47D,0
14124,54827,457193,23615975,MALME-3M,0
14125,54828,644241,241902,HS 578T,0
14126,54829,2567,3657,SF-295,0
14127,54830,54608520,123608,PC-3,0
14128,54831,667490,356653,HS 578T,0
14129,54833,68740,3657,DU-145,0
14130,54834,354624,5935,T-47D,0
14131,54835,3062316,4211,HCT-15,0
14132,54839,126941,5388992,DU-145,0
14133,54840,248862,5329102,PC-3,0
14134,54841,5329102,237,HT29,0
14135,54842,241902,5311,T-47D,0
14136,54843,444795,667490,BT-549,0
14137,54845,5035,216239,OVCAR-8,0
14138,54847,104741,216239,SK-MEL-2,1
14139,54850,5035,457193,OVCAR3,0
14140,54851,208908,3657,MDA-MB-231,0
14141,54852,5394,3062316,COLO 205,0
14142,54853,356653,5352062,OVCAR-4,0
14143,54857,248862,4211,MOLT-4,0
14144,54858,148124,57469,SK-OV-3,0
14145,54860,54600319,54611422,OVCAR-4,0
14146,54862,400633,36314,SK-OV-3,0
14147,54863,68740,77082,RPMI-8226,1
14148,54864,457193,2567,A498,0
14149,54865,667490,40926,UACC-257,0
14150,54870,2567,32874,UACC-257,0
14151,54872,41744,24197464,UACC62,0
14152,54875,9703,40926,RPMI-8226,0
14153,54876,248862,5329102,NCIH23,0
14154,54877,9703,5746,SK-MEL-28,0
14155,54879,2578,176871,SK-MEL-28,0
14156,54880,667490,23615975,MDA-MB-468,0
14157,54881,1546,24197464,MOLT-4,1
14158,54882,36314,123608,MDA-MB-231,0
14159,54884,32874,2478,U251,1
14160,54885,24197464,441203,K-562,1
14161,54886,32874,5746,OVCAR-4,0
14162,54888,248862,135401907,RPMI-8226,0
14163,54889,216239,2187,BT-549,0
14164,54891,3367,148124,SNB-19,0
14165,54892,16886,441203,RPMI-8226,1
14166,54894,1546,2578,LOX IMVI,0
14167,54895,71384,2141,HCT116,1
14168,54896,2567,41744,HS 578T,0
14169,54898,104741,2478,786-0,0
14170,54899,54608520,41744,786-0,1
14171,54901,5035,5453,UACC-257,0
14172,54903,248862,104842,LOX IMVI,0
14173,54904,237,4842,KM12,0
14174,54905,68740,40926,OVCAR-8,1
14175,54906,41744,176871,LOX IMVI,1
14176,54907,5311,2187,NCIH23,0
14177,54908,148121,237,HCT-15,0
14178,54909,5799,60699,HS 578T,0
14179,54911,6252,6445540,MALME-3M,0
14180,54913,5035,135401907,SK-OV-3,1
14181,54914,36314,5311,NCI-H226,0
14182,54915,6252,163659,PC-3,0
14183,54916,54608520,5329102,ACHN,0
14184,54917,4114,24197464,SF-295,0
14185,54918,216326,248862,786-0,0
14186,54919,5388992,237,MOLT-4,0
14187,54920,5426,9703,IGROV1,0
14188,54922,104842,2907,OVCAR-4,0
14189,54925,2723601,4842,SK-MEL-5,0
14190,54926,148124,176871,KM12,1
14191,54927,400633,3062316,K-562,1
14192,54928,24197464,57469,MOLT-4,0
14193,54929,3902,4114,OVCAR-8,0
14194,54930,644241,16886,BT-549,0
14195,54932,5388992,2567,NCI-H522,0
14196,54934,356653,104842,MALME-3M,0
14197,54935,11525740,216239,MOLT-4,1
14198,54937,2662,148124,SF-295,1
14199,54938,4842,16886,U251,0
14200,54939,135398738,4842,OVCAR-8,0
14201,54940,5394,5426,SW-620,0
14202,54941,356653,148121,HT29,1
14203,54942,2662,16886,NCI-H522,0
14204,54944,5311,104741,HS 578T,0
14205,54945,5388992,2733525,IGROV1,1
14206,54946,148124,2907,NCI-H522,0
14207,54947,41744,5311,NCI-H460,1
14208,54948,457193,400633,MDA-MB-468,0
14209,54949,5453,5291,NCI-H522,0
14210,54950,54608520,241902,MDA-MB-468,0
14211,54951,216239,4211,NCI-H522,1
14212,54952,5799,2708,T-47D,0
14213,54953,2662,4842,786-0,0
14214,54954,208908,2478,COLO 205,0
14215,54955,5453,148124,MOLT-4,1
14216,54957,2567,5394,PC-3,0
14217,54958,2662,400633,HCT116,0
14218,54960,457193,4211,HCT116,0
14219,54962,644241,2478,HCT116,1
14220,54963,36314,4114,SK-MEL-5,0
14221,54964,3367,32874,UACC-257,0
14222,54965,123631,2141,HS 578T,0
14223,54966,54608520,2141,NCI-H522,0
14224,54967,2141,60699,786-0,0
14225,54968,5394,68740,MDA-MB-468,0
14226,54969,32874,41744,MCF7,0
14227,54970,5360373,545,SF-295,0
14228,54971,3062316,104741,NCI-H226,1
14229,54972,36314,4114,MALME-3M,0
14230,54973,457193,6445540,NCI-H226,0
14231,54974,356653,54600319,NCI-H226,1
14232,54977,41744,77082,786-0,0
14233,54978,2723601,126941,PC-3,0
14234,54979,5394,57469,BT-549,0
14235,54980,3950,126941,HCT116,0
14236,54981,2733525,23615975,HCT-15,1
14237,54982,36314,241902,HCT116,0
14238,54983,1805,208908,ACHN,0
14239,54984,2662,356653,MDA-MB-231,0
14240,54985,5035,6450551,MCF7,1
14241,54987,644241,441203,BT-549,0
14242,54988,5799,4211,HCT-15,1
14243,54989,5291,2578,NCI-H460,0
14244,54990,248862,400633,IGROV1,0
14245,54991,77082,2578,NCI-H522,0
14246,54992,354624,4114,MALME-3M,0
14247,54993,5799,2187,MCF7,0
14248,54994,4212,126941,OVCAR3,0
14249,54997,457193,387447,NCIH23,0
14250,54998,354624,148124,IGROV1,0
14251,55000,5035,2662,HCT-15,1
14252,55001,2733525,1805,UACC62,0
14253,55006,1546,6445540,ACHN,0
14254,55007,5311,667490,SF-295,1
14255,55008,354624,241902,MALME-3M,0
14256,55009,5388992,2478,K-562,0
14257,55010,5329102,57469,SNB-19,0
14258,55011,1546,387447,RPMI-8226,0
14259,55013,5352062,5329102,MOLT-4,0
14260,55014,104741,441203,SF-295,0
14261,55015,6252,2478,K-562,0
14262,55017,32874,57469,NCI-H460,0
14263,55018,123608,4114,OVCAR-8,0
14264,55019,2662,54611422,U251,0
14265,55020,5311,5935,OVCAR-4,0
14266,55021,5329102,237,MDA-MB-231,0
14267,55023,77082,23615975,NCI-H522,0
14268,55024,77082,126941,NCIH23,0
14269,55025,1805,16886,SNB-19,1
14270,55026,667490,176871,NCI-H226,0
14271,55029,444795,5746,HS 578T,1
14272,55030,126941,2567,SW-620,0
14273,55031,2733525,4211,COLO 205,0
14274,55032,2567,104741,HCT116,0
14275,55033,104842,3657,OVCAR-8,0
14276,55034,41744,2907,MDA-MB-468,0
14277,55035,356653,5935,MALME-3M,0
14278,55036,2662,667490,SR,0
14279,55037,5388992,354624,UACC-257,0
14280,55042,5352062,3690,KM12,0
14281,55043,5935,545,OVCAR3,0
14282,55044,3950,2723601,UACC-257,0
14283,55045,23615975,441203,OVCAR-4,0
14284,55046,241902,667490,SR,0
14285,55047,54608520,57469,IGROV1,1
14286,55048,9927978,5360373,SK-MEL-2,1
14287,55049,104741,2187,SK-OV-3,0
14288,55051,457193,60699,OVCAR3,1
14289,55052,5453,5291,RPMI-8226,0
14290,55053,5329102,5426,786-0,0
14291,55054,5935,24197464,NCIH23,0
14292,55055,104842,148121,IGROV1,0
14293,55056,3062316,40926,MDA-MB-468,0
14294,55057,457193,135401907,MALME-3M,0
14295,55058,444795,68740,OVCAR3,0
14296,55062,6252,4211,HCT116,0
14297,55063,5329102,9703,A498,0
14298,55064,57469,387447,SNB-19,0
14299,55065,5329102,104741,NCI-H522,0
14300,55067,6252,163659,COLO 205,0
14301,55068,457193,68740,HT29,0
14302,55069,457193,68740,SK-OV-3,0
14303,55070,36314,667490,RPMI-8226,0
14304,55072,5746,2907,NCI-H226,0
14305,55073,5426,387447,T-47D,0
14306,55075,176871,441203,SK-MEL-28,0
14307,55076,6252,241902,NCI-H522,0
14308,55079,667490,2578,UACC62,0
14309,55082,356653,148124,NCI-H226,0
14310,55083,23615975,54611422,SF-295,0
14311,55084,241902,356653,UACC-257,0
14312,55086,248862,208908,ACHN,0
14313,55087,5394,4842,ACHN,0
14314,55088,36314,3062316,OVCAR-8,0
14315,55089,667490,2478,IGROV1,0
14316,55092,5394,57469,A549,0
14317,55093,2187,4842,HCT116,1
14318,55094,2723601,2141,OVCAR-8,0
